0	1	2
127	77634	A Fine-Grained Evaluation of SPARQL Endpoint Federation Systems
127	78563	Automated Character Annotation in Multimedia
127	78622	Bartlebooth
127	79166	Fittsâ Law for Human-Human Collaborative Reaching Task
127	79260	Lecture 25: Static Equilibrium - Stability - Rope Walker
127	79315	The Psychology of Social Media
127	81412	Dual decomposition for inference in natural language processing
127	82215	Query Log Mining
127	82216	Query Log Mining
127	82231	Query Log Mining
127	83657	ResoluciÃ³n Manual Secuencial de Balances de Materia
127	83901	Estructura de una ICT (Infraestructura ComÃºn de Telecomunicaciones)
127	83999	DistribuciÃ³n Normal
127	84381	Instalaciones individuales de recepciÃ³n de televisiÃ³n
127	84493	Reconocimiento y algunas caracterÃ­sticas fÃ­sicas de los sustratos
127	84644	El Sistema del Complemento. Funciones InmunolÃ³gicas
127	84926	El Sistema del Complemento. Funciones Inflamatorias
127	84989	Clasificacion de las uniones atornilladas
127	85141	Necesidades hÃ­dricas de los cereales de invierno
127	85890	ClasificaciÃ³n de las soldaduras
127	86189	Modelado 3D mediante pulsar-tirar con Autocad
127	86428	EstimaciÃ³n de la ComposiciÃ³n de CopolÃ­meros mediante TÃ©cnicas TGA
127	86607	DiseÃ±o y cÃ¡lculo de las bases de soportes en compresiÃ³n compuesta
127	89974	Restricted Boltzmann Machines and Deep Belief Nets 
128	602	Groupwise sparsity enforcing estimators for solving the EEG/MEG inverse problem
128	1378	Inverse Methods for EEG and MEG Source Reconstruction
128	6909	Data Clustering: 50 Years Beyond K-means
128	10892	The Development of Constructive Mathematics
128	14318	AI for Social Good
128	15038	On GÃ¶del's General Philosophical Viewpoint
128	17959	Two Types of Big Data and Three Styles of Deep Learning for AI Applications
128	17997	Opening Ceremony
128	18007	Mining Structures from Massive Text Corpora
128	20721	Lecture 10: LCAO MO, Energy Level Diagrams for H2, He2, Li2 - Hybridization, Double Bonds and Triple Bonds, Paramagnetism and Diamagetism
128	20722	Lecture 13: Intrinsic and Extrinsic Semiconductors, Doping, Compound Semiconductors, Molten Semiconductors
128	20783	Lecture11: The Shapes of Molecules, Electron Domain Theory, Secondary Bonding
128	21087	Lecture 15: Valence Bond Theory and Hybridization 
128	23133	Lecture 31: Rainbows, A modest rainbow will appear in the lecture hall! Fog Bows, Supernumerary Bows, Polarization of the Bows, Halos around the Sun and the Moon, Mock Suns
128	23514	Lecture 30: Simple Harmonic Oscillations - Energy Considerations - Torsional Pendulum
128	28382	Kernel Methods
128	35039	Knowledge Representation and Reasoning
128	38657	Lecture 15 -  A Person in the World of People: Morality
128	39638	Lecture 19 -  What Happens When Things Go Wrong: Mental Illness, Part II 
128	41461	On GÃ¶del's General Philosophical Viewpoint
128	63917	Lecture 14: Introduction to the Solid State, the 7 Crystal Systems, the 14 Bravais Lattices
128	65075	Enabling scalable stochastic gradient-based inference for Gaussian processes by employing the Unbiased LInear System SolvEr (ULISSE)
128	65506	Lecture11: The Shapes of Molecules, Electron Domain Theory, Secondary Bonding
128	67043	Sparse Subspace Clustering
128	67433	High throughput network analysis 
128	68927	PAC-Bayesian Bounds and Aggregation
128	69775	Structure Preserving Embedding  
128	70176	Text Analytics and Big Data
128	70718	Aspects & requirements of a webportal
128	71018	Hierarchical Clustering
128	72448	Latent Gaussian Processes for Distribution Estimation of Multivariate Categorical Data
128	73719	Do We Need More Training Data or Better Models for Object Detection?
128	73729	Towards On-the-fly Large Scale Video Search
128	74469	A QCQP Approach to Triangulation
128	77274	Message-Passing Algorithms for GMRFs and Non-Linear Optimization
128	77329	Towards On-the-fly Large Scale Video Search
128	78624	HEX-A-TRAL: The Post Fossil City
128	78775	Lecture 1: Vision Statement, Administrative Details - Introduction - Taxonomy of Chemical Species - Origins of Modern Chemistry
128	79199	Action Recognition with Exemplar Based 2.5D Graph Matching
128	79922	Exploring transcription regulation through cell-to-cell variability 
128	80513	High throughput network analysis 
128	80695	Exploring transcription regulation through cell-to-cell variability 
128	80980	Graph Theory
128	80981	Graph Theory
128	82134	Network Topology Uncovers Function, Disease, and Phylogeny 
128	83055	Captura de pantalla y otras imÃ¡genes
128	83236	Analisis DAFO
128	83303	Atributos de la clase View en Android
128	83564	Cluster analysis: application to molecular variability studies
128	83653	Twitter en el Aprendizaje
128	83714	El Termograma CalorimÃ©trico
128	84160	Rectas contenidas en un plano. Itinerarios de pendiente constante
128	84248	Operadores de desplazamiento de bits
128	84505	IntroducciÃ³n al contraste de hipÃ³tesis
128	84573	Inferencia respecto a una poblaciÃ³n normal. Intervalo de confianza para la media
128	84702	Proyecto tecnico de emisora FM: coordenadas y ubicacion emisora.
128	84723	Proyecto tecnico de emisora FM: perfil del terreno, radiales y alturas medias y efectivas.
128	84837	Transformada Discreta de Fourier
128	84880	Una matriu diagonalitzable exemple prÃ ctic
128	84896	TecnologÃ­as de tinta digital
128	84999	Interactividad 2.0
128	85033	Localizacion y rutas  Google MAPS
128	85089	DiseÃ±o Conceptual de Bases de Datos
128	86412	Caso Google empresa innovadora
128	86587	Hyper Text Markup Language (HTML5)
128	86681	CreaciÃ³n de una nueva feature class de polÃ­gonos en una geodatabase
128	86939	Una matriu no diagonalitzable exemple prÃ ctic
128	87195	Video Fourier
128	87544	Anatomia Loci
128	89872	Multiple Hypothesis Tracking Revisited
128	90000	Generating Images from Captions with Attention
128	136307	Thompson Sampling: a provably good Bayesian heuristic for bandit problems
128	137205	A framework for pattern analysis
128	137206	A framework for pattern analysis
128	137208	A framework for pattern analysis
128	137650	Å uplja stijena Historic Mine, Montenegro: Water outburst experience
128	137658	Robust Visual Mining of Data with Error Information
128	137659	Bayesian Substructure Learning - Approximate Learning of Very Large Network Structures 
128	137661	Chorus Plans and Progress, Meeting Objectives - Part 1
128	137662	Discovering Emerging Patterns in Spatial Databases: a Multi-Relational Approach
128	137663	Ground Facts, Rules and Probabilistic Inference for Cyc
128	137664	XML Compression and Search
128	137665	Found in Translation (WEB)
128	137666	Let's clean Slovenia in one day: Organisation
128	137667	Linked Data: Now what?
128	137668	Linked Open Data
128	137669	Linked Data: Now what?
128	137670	IR in Social Media
128	137671	Improvement of Pavement Structures & Long-Term Performance of Reinforced Pavements
128	137672	E4 presentation
129	10846	A Century of Graph Theory
129	14105	HPC Python Programming (Part 1)
129	17271	Constant-Factor Approximation Algorithms for Identifying Dynamic Communities 
129	19700	Lecture 33: Topological considerations - Maxwell's equations
129	19701	Lecture 35: Final review (cont.)
129	19745	Lecture 32: Stokes' theorem (cont.); review
129	19991	Lecture 28: Similar Matrices and Jordan Form
129	21643	Lecture 13: Breakdown of Octet Rule
129	27735	Kernel Methods
129	29909	A Family of Penalty Functions for Structured Sparsity
129	30870	Flexible Open Language Education for a Multilingual World
129	31049	SideWiki
129	37530	Evaluation of project proposals at European Commission : Experience of an evaluator
129	37643	Bing Dialog Model: Intent, Knowledge and User Interaction
129	38856	Lecture 6 - Inferno XII, XIII, XV, XVI
129	40026	UBM based Acoustic Modeling for ASR
129	63249	Reduction of Healthcare-Associated Infections byUsing Biocidal Copper Oxide Impregnated Linens
129	63653	Non-standard Geometries and Data Analysis
129	64650	Practical PostgreSQL
129	64671	Analyzing the Behavior of Deep Visual Question Answering Models
129	65264	Learning Similarity Metrics with Invariance Properties
129	65807	Multi-Objective Markov Decision Processes for Decision Support
129	66285	The Data Challenge in Climate Science
129	68428	HPC Python Programming (Part 1)
129	73868	Open Data, Open Database: PostgreSQL
129	79361	Lecture 29: Snell's Law, Refraction, Total Reflection, Dispersion, Prisms, Huygens's Principle, The Illusion of Color, The Weird Benham Top, Land's Famous Demo
129	80018	A Family of Penalty Functions for Structured Sparsity
129	81061	Probabilistic decision-making, data analysis, and discovery in astronomy
129	83072	El mÃ©todo PERT
129	83196	Los principios del Estado AutonÃ³mico
129	83205	Normas de operaciÃ³n para los bulldozer
129	83239	ProducciÃ³n de los equipos
129	83369	Microondas. CaracterÃ­sticas Matriz de DispersiÃ³n segÃºn las propiedades de la red
129	83398	FunciÃ³n de densidad y funciÃ³n de distribuciÃ³n
129	83601	Microondas. Impedancias de entrada y salida
129	83724	IntroducciÃ³n a la optimizaciÃ³n. Conceptos BÃ¡sicos
129	83829	Microondas. Atenuadores
129	83897	Puntos de articulaciÃ³n y puentes
129	84059	AutoCAD 2018: Dibujo de lÃ­neas
129	84150	GrÃ¡ficas 3D. Coordenadas cartesianas. Forma explicita
129	84319	IntroducciÃ³n a los fundamentos de la animaciÃ³n.
129	84347	03-V BINOMIAL-04 -Variable aleatoria Binomial
129	84492	El Ensayo de Rotura por Impacto
129	84703	Edicion de objetos 2D en AutoCAD: Simetria 3D y Alinear 3D
129	84939	Microondas. Relaciones entre las matrices Z, Y y S
129	85984	Microondas. Ganancia de transferencia
129	86021	Comportamiento en prÃ¡cticas de laboratorio con riesgo quÃ­mico. Normas bÃ¡sicas
129	86141	Malas hierbas del arroz
129	86282	IntroducciÃ³n a Filtros de Microondas
129	86328	Filtros Paso Banda de Microondas realizados con Inversores
129	86375	IntroducciÃ³n a Linux
129	86479	GrÃ¡ficas 3D. Coordenadas cartesianas. Forma implÃ­cita
129	86492	Recurso de amparo, cuestiÃ³n y recurso de inconstitucionalidad
129	86640	DiseÃ±o de la red de transporte en un sistema de riego localizado. CÃ¡lculo de caudales de diseÃ±o.
129	86659	intercambiadores de calor- diseÃ±o termico
129	86702	ResoluciÃ³n de ejercicios de integrales utilizando el mÃ©todo de integraciÃ³n por partes
129	86878	Elementos orbitales de un satÃ©lite artificial
129	86952	CreaciÃ³n de presentaciones 2D a partir de modelos 3D
129	87107	Bloques dinÃ¡micos. AlineaciÃ³n.
129	87159	EdiciÃ³n de sÃ³lidos en AutoCAD: desfase, extrusiÃ³n e inclinaciÃ³n de caras
129	87361	Reduction of Healthcare-Associated Infections byUsing Biocidal Copper Oxide Impregnated Linens
129	87524	Lecture 7. Unit 3. No waiting algorithm
129	88377	Neurocognitive rehabilitation in patients with stroke
129	88565	Neuromotor rehabilitation by Neurofeedback
129	88601	Neuropsychological Assessment in Patients with Stroke
129	88602	Neurocognitive rehabilitation in patients with stroke
129	89889	Transporation mode detection using random forest
129	134881	A Graph-based prediction model with applications
129	135727	Deep Compression: Compressing Deep Neural Networks with Pruning, Trained Quantization and Huffman Coding
129	137043	Developing multilingual Web services in agile software teams
129	137045	A Micro Crowdsourcing Architecture to Localize Web Content for Less-Resourced Languages
129	137046	Bridging technological gap between smaller and larger languages
129	137047	Beyond Specifications: Looking at the Big Picture of Standards
129	137048	Efficient translation production for the Multilingual Web
129	137049	Open Standards in Machine Translation
129	137052	The Adobe RIA Platform
129	137054	Is Wikipedia Link Structure Different?
129	137062	Contrasting Controlled Vocabulary and Tagging: Do Experts Choose the Right Names to Label the Wrong Things?
129	137063	Characterizing and Understanding the Impact of Temporal Evolution on Document Classification
129	137064	A Holistic Lexicon-Based Approach to Opinion Mining
129	137065	Fast learning of Document Ranking Functions with the Committee Perceptron
129	137066	Sample Complexity for Multiresolution ICA
129	137067	Information seeking behavior and usage in the digital world
129	137069	New platforms for social computation and web-gaming
129	137070	Information Diversity
129	137071	Science and web 2.0
129	137072	Utilizing Unlabeled Data for Classification-Prediction Learning
129	137073	Self-Tuning Association Rules for KNIME
129	137074	VIsualization of Online DIscussion forums
129	137079	Automating Quantitative Narrative Analysis of News Data 
129	137081	Visualizing Lecture Capture Usage
130	713	Introduction to Machine Translation
130	2179	 Grammatical Inference
130	2636	Latent Variable Sparse Bayesian Models
130	3362	Ali se zloÄin izplaÄa?
130	15406	Robotics
130	15408	Robotics
130	18995	Flavor physics: past, present, future
130	20179	Lecture 8:  Continuation; Applications to Temperature, Mixing, RC-circuit, Decay, and Growth Models
130	22075	Lecture 23: Advanced Topics (cont.)
130	27548	Foundations of Machine Learning
130	27637	Foundations of Machine Learning
130	28082	Foundations of Machine Learning
130	28881	Kernel Methods
130	28882	Kernel Methods
130	32449	Probabilistic inference methods in robotics-filling the gap between high-level reasoning and low-level motion control
130	32910	Text Mining, Information and Fact Extraction (TMIFE)
130	34759	Ontology design and reasoning
130	40371	Beyond the Standard Model
130	65668	Deep Support Vector Machines
130	70465	Efficiency of Quasi-Newton Methods on Strictly Positive Functions
130	73346	QCD for Postgraduates
130	74711	Large-Scale Object Classification using Label Relation Graphs
130	76963	Optimization in Multi-Agent Systems
130	77000	Optimization in Multi-Agent Systems
130	77133	Optimization in Multi-Agent Systems
130	79142	Graph Embedding in Vector Spaces by Means of Prototype Selection 
130	81648	Efficiency of Quasi-Newton Methods on Strictly Positive Functions
130	83381	Usufructo sobre minas
130	83645	Errores de la altura de visiÃ³n en el dibujo de figuras en perspectiva en un entorno exterior
130	84203	Tratado internacional sobre los recursos fitogenÃ©ticos para la alimentaciÃ³n y la agricultura
130	84604	ConfiguraciÃ³n del encaminamiento IP en Frame Relay
130	84752	Esquemas de claroscuro
130	84761	Problema. Plasticidad
130	84876	MULTIPLEXACIÃN POR DIVISIÃN DE FRECUENCIA Y ANCHO DE BANDA
130	85127	Densidad atÃ³mica
130	86557	La direcciÃ³n de la empresa: funciones y roles directivos
130	87102	CÃ¡lculo de derivadas utilizando la regla de la cadena.
130	88340	60. obletnica OÅ  Savsko naselje
130	134728	Human stefin B as a model protein to study protein folding and aggregation
131	189	Strings, graphs, invariants
131	5270	European Data Innovator Award
131	6860	LexBib: A corpus and bibliography of metalexicographical publications
131	6881	Commonly Confused Words in Contrastive and Dynamic Dictionary Entries
131	10547	Isomorphism, Matrices and Graph Invariants; Subgraphs and Connectivity in Graphs
131	14565	Graph Colorings and Matchings
131	14674	21. Reinforcement Learning by Example
131	19536	Lecture 2: Space Shuttle History
131	20860	"Lecture 21: 	Engineered Glasses: Network Formers, Network Modifiers, Intermediates - Properties of Silicate Glasses - Metallic Glass "
131	21578	Session 20: Judith Barry
131	21860	Lecture 5: Fault Isolation with Clients and Servers
131	21870	Lecture 8: Performance
131	22050	Lecture 8: Performance
131	22052	Lecture 7: Virtual Processors: Threads and Coordination
131	22062	Lecture 12: End-to-end Layer
131	22071	Lecture 4: Quicksort, Randomized Algorithms 
131	22520	Lecture 5: Fault Isolation with Clients and Servers
131	22523	Lecture 11: Network Layer, Routing
131	28205	Bayesian Inference
131	28353	Concentration inequalities in machine learning
131	28574	Reinforcement learning: Tutorial + Rethinking State, Action & Reward
131	30147	Vowpal Wabbit
131	30154	Vowpal Wabbit
131	30155	Vowpal Wabbit
131	30605	Vowpal Wabbit
131	38073	Predicting Positive and Negative Links in Online Social Networks
131	39404	Lecture 10 - Personal identity, Part I: Identity across space and time and the soul theory
131	40200	Introduction to Root
131	40833	Operations on Maps
131	41336	Social dimension of social media
131	65519	Cognitive science for machine learning 2: Empirical methods
131	65707	System Dynamics of Healthcare 
131	65734	HIV from Molecule to Men
131	68072	An Accelerated Gradient Method for Trace Norm Minimization
131	69215	One Model, Many Languages? An approach to multilingual content
131	71710	Organizing Harvested Knowledge
131	73497	The path taken for k-path
131	76964	Semantic Knowledge Bases from Web Sources
131	77002	Semantic Knowledge Bases from Web Sources
131	77003	Semantic Knowledge Bases from Web Sources
131	78883	Lecture 18: X-ray Diffraction of Crystals: Diffractometry, Debye-Scherrer, Laue - Crystal Symmetry
131	79491	Limits of the current state of Artificial Intelligence for Law
131	80045	After the Unrest: Ten Years of Rebuilding Los Angeles Following the Trauma of 1992
131	80746	Reinforcement learning: Tutorial + Rethinking State, Action & Reward
131	80788	Lexicographerâs Lacunas or How to Deal with Missing Dictionary Forms on the Example of Czech
131	81575	Discussion first day
131	81915	LaVie (Learning Adapted Video Information Enhancer)
131	83235	Sentencia ''if ... else'' en lenguaje C
131	83562	Defectos en Estructuras Cristalinas
131	83650	Problema. Ley de Bragg
131	83663	Operadores lÃ³gicos en lenguaje C
131	83929	Parte I Cimentaciones para estructuras prefabricadas
131	84196	Sentencia ''switch'' en lenguaje C
131	84688	Microsoft Access - Consultas especÃ­ficas de SQL
131	85234	El enlace quÃ­mico.
131	85265	La hidrÃ¡ulica y la mecÃ¡nica de fluidos: historia, ciencia y tÃ©cnica
131	85345	Modelado 3D mediante extrusiÃ³n con Autocad
131	85618	LONG SPAN SINGLE STOREY STEEL FRAMES
131	85654	Muestreo  Cuantificacion  Codificacion
131	85819	IntroducciÃ³n al Peritaje InformÃ¡tico
131	85830	Entrada estandar en lenguaje C
131	86148	Microsoft Access - Consultas de selecciÃ³n sencillas
131	86323	Microsoft Access - Propiedades de campos y restricciones
131	86460	Replanteo: instrumentos utilizados y tipos de replanteo
131	86547	Microsoft Access - Ejercicios - DiseÃ±o de consultas - Consultas de selecciÃ³n complejas(II)
131	86553	Microsoft Access - Ejercicios - DiseÃ±o de consultas - Consultas de totales(III)
131	86554	Operadores relacionales en lenguaje C
131	86561	Microsoft Access - DiseÃ±o de formularios: Asistentes para la creaciÃ³n de formularios
131	86670	ProtecciÃ³n jurÃ­dica de las bases de datos
131	86682	IntegraciÃ³n en un contexto global de los estudios de contaminaciÃ³n atmosfÃ©rica.
131	87057	Mezcla de Flujos en Redes de Colas
131	87169	Microsoft Access - Consultas de acciÃ³n
131	87389	Introduction
131	88410	LEX 1/3 infrastructure
131	88546	Synthetic theory of Ricci curvature - when information theory, optimization, geometry and gradient flows meet
131	88554	What is the Attention Economy? Why should I care?
131	88652	Weight Uncertainty in Neural Network
132	5115	A thermodynamical theory for nonequilibrium systems
132	5117	Physical implementations and limitations in control theory
132	5119	A message-passing approach to stochastic optimization and inverse dynamical problems
132	14391	Building a Mind for Life
132	16010	Light at the End of the Tunnel
132	18113	Big Natural Language Data Processing
132	18115	Introduction to Spark 2.0
132	18205	IoT Big Data Stream Mining
132	18243	Introduction to Spark 2.0
132	18451	Big Natural Language Data Processing
132	18453	Introduction to Spark 2.0
132	21710	Chapter 1: Maxwell's integral laws in free space
132	21915	Chapter 1: Maxwell's integral laws in free space
132	21916	Chapter 1: Maxwell's integral laws in free space
132	28693	Lecture 10: Amplifiers - small signal model
132	30782	Human Mobility
132	31635	Female Soldiers in the Field
132	32414	TP1 Leveraging Complex Prior Knowledge for Learning
132	34537	Data Mining
132	35426	Lecture 5: Stochastic Programming
132	37061	Le Corbusier: A Life
132	39731	Lecture 1 - Introduction
132	41226	Physics is my Profession
132	59187	Methodology and Tools for Research
132	72131	Personalizing Actions in Context for Risk Management using Semantic Web Technologies
132	72367	Mining Hypotheses from Data in OWL: Advanced Evaluation and Complete Construction
132	72831	Live lasers and biocompatible optical fibers
132	73789	Deep Learning for Machine Vision
132	75353	Large Scale Sequence Labelling
132	75378	Semantic Technology: Encouraging Industrial Uptake
132	75381	Next Steps in Intelligent Information Management in the Pharmaceutical and eHealth Domains: Facts and Trends
132	75412	Stationary Features and Folded Hierarchies for Efficient Object Detection
132	75413	Smuggling and Trafficking of Human Beings in the Balkan Area
132	75417	Quantity implicatures: a tendentious survey
132	78125	IoT Big Data Stream Mining
132	78245	IoT Big Data Stream Mining
132	83044	AnÃ¡lisis de Diagramas de Equilibrio. Estudio de Enfriamiento de Aleaciones
132	83288	Los cÃ³digos de tiempo en la mÃºsica
132	84072	Los falsos positivos: La prueba del 11
132	84420	GeometrÃ­as bÃ¡sicas soportadas por PostGIS - CaracterÃ­sticas Principales
132	84820	EdiciÃ³n de objetos 3D en Autocad mediante el estampado de objetos 2D
132	86084	Operador bit a bit OR
132	86501	Uso de HDLs en Quartus II
132	86732	ComparaciÃ³n de dos poblaciones normales. AnÃ¡lisis de varianza.
132	86767	Equilibrio Hardy-Weinberg
132	86785	El origen del melÃ³n: diversidad genÃ©tica de la especie
132	133999	Escaping From Saddle Points --- Online Stochastic Gradient for Tensor Decomposition
132	134613	Analyzing raw log files to find execution anomalies
133	2289	Machine Learning for the Web: A Unified View
133	5474	Recombinator Networks: Learning Coarse-to-Fine Feature Aggregation
133	6124	Can nature solve hard problems?
133	7249	Enhanced Web Page Content Visualization with Firefox
133	9241	Combining SAWSDL, OWL-DL and UDDI for Semantically Enhanced Web Service Discovery
133	9295	The role of SKOS in a Web of Data - some business use cases 
133	12010	Enterprise Interoperability: Towards a Framework for Enterprise Applications Deployment in Emerging Economy SMEs
133	12122	Gaussian Process Product Models for Nonparametric Nonstationarity
133	17579	A Data Scientistâs Guide to Making Money from Start-ups
133	18276	Estimation of Recent Ancestral Origins of Individuals on a Large Scale
133	18491	Improved Degree Bounds and Full Spectrum Power Laws in Preferential Attachment Networks
133	20051	Lecture 26: Complex Matrices; Fast Fourier Transform
133	20150	Lecture 25: Filters in the time and frequency domain
133	20153	Lecture 31: Simplex method in linear programming
133	20163	Lecture 28: Splines and orthogonal wavelets: Daubechies construction
133	20202	Lecture 22: Fourier expansions and convolution
133	20645	Lecture 25: Filters in the time and frequency domain
133	20647	Lecture 29: Applications in signal and image processing: compression
133	20753	Lecture 30: Network flows and combinatorics: max flow = min cut
133	22007	Lecture 17: Shortest Paths I: Properties, Dijkstra's Algorithm, Breadth-first Search
133	22010	Lecture 25: Advanced Topics (cont.),  Discussion of Follow-on Classes
133	22076	Lecture 14: Competitive Analysis: Self-organizing
133	22752	Lecture 1: Introduction; Basics of Legal Research; Legal Citations
133	22933	Lecture 8: Traveling Waves - Boundary Conditions - Standing Waves - Sound (Longitudinal Waves) - Energy in Waves
133	23307	Lecture 25: Driven LRC Circuits, Resonance, Metal Detectors (Beach/Airport)
133	25520	Polarization: Light Waves, Rainbows, and Cheap Sunglasses
133	28739	Disordered systems, Dynamics
133	28740	Disordered systems, Dynamics
133	28811	Disordered systems, Dynamics
133	32675	Collaboration in Developement of Solar Cells â Materials and Device
133	35265	RDF Schema
133	37735	Mining the Web 2.0 for Better Search
133	39294	Lecture 5 - Melody: Notes, Scales, Nuts and Bolts
133	63425	Architecture vs. Politics
133	63494	One Graph is Worth a Thousand Logs: Uncovering Hidden Structures in Massive System Event Logs
133	63708	Translation-based approaches to conformant and contingent planning
133	65676	Collaboration in Developement of Solar Cells â Materials and Device
133	66221	Knowledge for/from People for/from Computers
133	66867	"Focusing Human Attention on the ""Right"" Visual Data"
133	68991	Computational Intelligence and Games for at Home Rehabilitation
133	72556	Second critical point in supercooled water: Fact or fiction?
133	73022	Stress affects survival of adrenal gland stem cells through leptin in Sprague Dawley rats
133	73790	Deep Learning for Machine Vision
133	74212	Lecture 23: Fast fourier transform and circulant matrices
133	75348	Social Information Discovery
133	77601	 The Offset Tree for Learning with Partial Labels 
133	78235	A Century of Science: Globalization of Scientific Collaborations, Citations, and Innovations
133	78274	A Local Algorithm for StructureÂ­Preserving Graph Cut
133	78351	MOLIERE: Automatic Biomedical Hypothesis Generation System
133	78429	HinDroid: An Intelligent Android Malware Detection System Based on Structured Heterogeneous Information Network
133	78479	COSNet: a Cost Sensitive Neural Network for Semi-supervised Learning in Graphs
133	78743	Social Information Discovery
133	78765	SESAME - Sesame SEmantic SmArt Metering: Enablers for Energy Efficiency
133	79531	Lecture 23: Review Exam 2
133	79903	Science and Technology for a Clean Energy Future
133	80598	Introduction to Statistical Machine Learning
133	81458	Learning with Submodular Functions: A Convex Optimization Perspective
133	83092	Linealidad y primitiva de polinomios
133	83100	ContabilizaciÃ³n de las operaciones de ampliaciÃ³n del capital. Aumento de capital con cargo a reservas o beneficios
133	83247	Microcontroladores ARM Cortex-M. Salida digital en la familia STM32Fx de St
133	83987	AnÃ¡lisis de una muestra procedente de una distribuciÃ³n normal
133	84297	DeterminaciÃ³n del estado hÃ­drico del suelo con la finalidad del riego
133	84334	Listas en Python
133	84601	Comportamiento MecÃ¡nico DinÃ¡mico de Materiales PolimÃ©ricos segÃºn Modelos de Comportamiento
133	84757	Procesadores de lenguajes. IntroducciÃ³n a los procesadores de lenguajes
133	85504	Vectores propios de una matriz
133	85687	Router designado en OSPF.
133	85758	MÃ©todo de integraciÃ³n por partes.
133	85883	Las primitivas de las potencias
133	86110	CreaciÃ³n, configuraciÃ³n y manejo de presentaciones en AutoCAD
133	86379	COSTES DE LA MAQUINARIA EMPLEADA EN LA CONSTRUCCIÃN
133	86741	Opciones Financieras en Dinero, a Dinero, Fuera de Dinero
133	86843	DiseÃ±o y dimensionado de subunidades de riego localizado con geometrÃ­a irregular con DimSub
133	86948	Primitivas TrigonomÃ©tricas
133	87543	Architecture vs. Politics
133	88931	COSNet: a Cost Sensitive Neural Network for Semi-supervised Learning in Graphs
133	89886	Bayesian Inference: Principles and Practice
133	134128	Discriminative and Generative Views of Binary Experiments
134	1	Slovenian Cinematheque, Vinegar Syndrome (On Problems of Film Tape Preservation) 
134	2065	Casuality and feature selection
134	3164	QCD for Postgraduates
134	4086	Modeling human behaviour in virtual humans
134	4218	Six Thinking Hats system
134	4399	Accenture Case Study: Enterprise Collaboration & Knowledge Management   through Machine Learning and Semantic Technologies
134	6707	Stability based Sparse LSI/PCA: Incorporating Feature Selection in LSI and PCA
134	7547	Model Checking and the Curse of Dimensionality
134	7711	Quantum Annealing meets Machine Learning
134	8016	Mining complex dynamic data
134	8313	Functional Analysis in Data Modelling
134	10377	Heaven: A Framework for Systematic Comparative Research Approach for RSP Engines
134	14401	Lecture 32: Molecular Evolution
134	14630	Intelligent Tutoring Systems: New Challenges and Directions
134	15403	Cognitive Sciences
134	15883	A snapshot of the OWL Web
134	20010	Lecture 32: Quiz 3 Review
134	20146	Lecture 10: Delta function and Green's function
134	20641	Lecture 10: Delta function and Green's function
134	20719	Lecture 9: Electronegativity, Partial Charge, Polar Bonds and Polar Molecules - Ionic Character of Covalent Bonds, Pauling's Calculation of Heteronuclear Bond Energies
134	22665	Lecture 34: Human Polymorphisms and Cancer Classification
134	22756	Lecture 34: Human Polymorphisms and Cancer Classification
134	23102	Lecture 28: Nervous System 3
134	26693	Looking Ahead to 2020
134	29031	Reinforcement Learning
134	33344	SEAS/FUSE-IT joint demonstration on Gazi Technopark
134	37049	Streaming Multi-label Classification
134	37600	LED-based public lighting with wireless sensor network
134	37655	Web 20th Anniversary Panel
134	37739	User Modeling Combining Access Logs, Page Content and Semantics
134	39276	Lecture 35: Future of Biology
134	39997	Lecture 3 - Rate and Selectivity in Radical-Chain Reactions
134	40826	Lecture 31: Molecular Medicine 1
134	40846	Lecture 35: Future of Biology
134	40875	Lecture 31: Molecular Medicine 1
134	41273	Lecture 32: Molecular Evolution
134	63145	Control of overt attention 
134	63378	Complex Networks: Overview and Perspectives
134	63389	Invisible Landscapes
134	65221	A snapshot of the OWL Web
134	67252	Knowledge Graph Refinement: A Survey of Approaches and Evaluation Methods
134	67967	Alan Turing and Number Theory
134	68255	Model Checking and the Curse of Dimensionality
134	69062	Robots learning from human teachers
134	69390	Modeling human behaviour in virtual humans
134	70506	Languages as Hyperplanes: Grammatical Inference with String Kernels
134	73113	15. CB2: Child Robot with Biomimetic Body
134	73292	Combining Distributional and Logical Semantics
134	73622	Design Principles for Neuroprosthetics
134	73841	Multi-Label Ensemble Learning
134	74268	The complexity of learning halfspaces using generalized linear methods
134	75199	Mining complex dynamic data
134	75208	Mining complex dynamic data
134	77043	Recurrent Predictive Models for Sequence Segmentation
134	79309	A Novel Stability based Feature Selection Framework for k-means Clustering
134	79607	An Investigative Search Engine for Social Good
134	79896	Inferring a measure of physiological age from multiple ageing related phenotypes
134	79927	New Methods and Application Domains for Stimulus Driven BCI's
134	80619	Spreading Phenomena NetworkX 
134	83281	CriptografÃ­a
134	83956	SLEPc: Spectral transformation
134	84339	Arrendamiento financiero
134	84426	IntroducciÃ³n a los parÃ¡metros S
134	84438	CÃ³mo se limpian los filtros de anillas para riego localizado
134	84649	Seguridad informÃ¡tica: los troyanos
134	87539	Invisible Landscapes
134	88561	Slovenian Cinematheque, Vinegar Syndrome (On Problems of Film Tape Preservation) 
134	89350	A Systematic Analysis of Term Reuse and Term Overlap across Biomedical Ontologies
134	89854	Inducing Implicit Relations from Text using Distantly Supervised Deep Nets
134	137344	Probability and Mathematical Needs
